scramble,orientation,2x2x2,2x2x3,EO,block_fr,block_br,co,pll,total_moves
F' R' L D2 F' B' D2 U L D2 R2 D' L' B' L' B F2 L2 F L,,D2 L2 F D2 U F2,B R' B' R2 B2,R2 B R' B2 D' B,R2 D2 R D2 R' D' R2,D R' D2 R D R' D' R,F' D2 B' F D L2 D L2 D' L2 B,D F' R F' L2 F R' F' L2 F2 D,54
D' B' D L F' U2 B2 D2 B2 U' F' L2 U2 B2 F U2 L' B2 U2 F,,D2 U F' U L' U',R2 B L R B L',D2 B R' B',D2 R2 D' R' D2 R',D2 F2 L' U L' U' L2 F2,F D' B' D F' D' B,D L' R' D2 L R B D' F D2 B' D F',50
B2 F' U F R' B R B2 U F2 D' F' R' B L2 F B2 R2 U' D R2 B' U,,L F L2 U' L2 F,L B L2 R D L,B R2 B2 D' B,D L' D R' D' L R2,D2 R' D2 R D2 R' D2 R,L' F L B' L' F' L B,D2 F' R F' L2 F R' F' L2 F2 D2,51
B' R' B2 R' U D' R2 U2 R B' L2 U' R' F B U' F' R2 U2 R2 U F2 L2 R U,,F' D2 F' D L F2,R2 B R2 B2 D' B2,R' B U R2 U' B',R' D' R',R' D' R D' R' D' R,R' B R F' R' B' R F,D2 D' F2 U' B2 U' L2 B' U' F U2 B' U F D2,51
R' L' D L2 D2 B2 L2 R' U' R' D2 R U' R2 U2 R' U' F' L D U2 L2 U' R,,F2 L' D L' U',D R' B' R B D B2,B' D B2 R B',R D R2 D2 R2,D' R D2 R2 D' R2 D' R',D F' D2 B' F D L2 D L2 D' L2 B,L' F R' D2 L B' L R2 U2 R2 B L' R D,56
R2 F2 U2 B R2 D U B' D R2 D2 L2 R2 B' D L U F' U B2 U R',,F R' F2 L' F U,B' D B D' B2,B' D' B,D R D2 R' D' R D R',R2 U L' F2 L U',R' B' R F' R' B R F,D' L' R' D2 L R B D' F D2 B' D F' D,50
F2 L R2 F R' L2 U2 R L2 D2 R2 U' B2 D L B' R2 F2 D' U R,,U' B U2 R' U L,U2 L' F2 L U2,R' B' D' B,R' D' R D R' D R',R' D' R D R' D' R,L' F' L B' L' F L B,R2 B' D2 B2 R2 F' U2 F2 U2 R2 B' D2 R2 F2 D',52
B R' B2 L2 B2 U2 L2 F2 D R L2 F2 B D' B2 R B L R2 U,,B U F L B2 D F,D2 B' D2 R' D B',B' D2 B,D2 B' F D2 B F' D2 R',R' D' R D' R' D' R,L2 B2 L F2 L' B2 L F2 L,D L' R' D2 L R B D' F D2 B' D F' D',54
U R B' L B' L' D' L U D B' U B' R2 B F U' B2 D2 F2 L' U' B2 R2,,R2 F' U B' L U',D B' D2 R D2 B',D2 B F' R' B' F,D R2 D' R D' R2,L U2 L' D' L U2 L',R D R' D R D2 R',D2 B2 L2 D' L2 U B2 U' B2 D B2 D,50
R2 F B L B F' L D R' F2 L' B U R2 U' D2 F' R' L' U',,L R2 B2 U2 B L2,B' R2 D' B' R' B,B' D B,U L2 U' R U L2 U',D' R' D2 R D R' D' R,L' F' L B' L' F L B,D L' D2 L B R D' R' D' B' D' L B' L' B D2,54
L2 B L2 B L2 B' U' R' B' R F' U B D' U L2 U' B D' U' B,,F' R2 U' F R2 F2,F D F' U R2 U',F' R' F,R U R' D' R D2 U' R',R' D2 R D2 R' D' R,R' B' R F' R' B R F,D' L2 D B' F L2 B F' D L2 D',49
L D' L2 R D R L2 B' L2 B' F R2 L D2 U R2 L2 F2 R F' U' D',,L U' L U',D R D' R D2 B',B' R' D R B,U F2 D' F2 U' R2,D R2 D2 R D R' D R2,B' L' B R' B' L B R,D2 L2 D B' F L2 B F' D L2 D' D,49
D' U2 F B2 U R' B2 U' R F' D L2 D U' R2 F2 B U D2 L',,U F2 D' L F' U',B' R D2 B2 D R2 D2 B',D' B R' B',R2 D' R' D R',D2 R' D' R,F' D2 F D F' D F,D' L D' B R' B' L' B R B' D' L D2 L' D2,49
R' D B F' L' U2 B2 L B D R' D U2 R' F' D F' B' R2 F D L F,,U' R B' L2,F D' B F' D2 B2,B' D2 B2 R B',R' D R2 D' R2,R2 U' R D' R' U R2,B' L' F' L B L' F L,D' B2 D' L R' B2 L' R D' B2 D2,46
B L B' U R2 F D' L F U R U B L2 D' U2 L U R' D L' R' U2 R F,,L2 U F' U2 R B' U2,B2 R2 D2 B R D B2,B' D2 B2 R B',R' D R' D R' D' R',R' D R D R' D' R,R D R' D R D2 R',D2 B2 L2 D' L2 U B2 U' B2 D B2 D',52
D B F' R' U' B2 F L' D' R2 F B U' R2 F' L R2 F B' U L B R' L2 U,,L' F D F L',D2 L' D L R D2 B',F' R B' F2 D' B F',U' R' U2 L F2 L' U',F D2 F D F' D F D2 F2,L' D2 L2 D L2 D L2 D2 L',D L D' B R' B' L' B R B' D' L D2 L',58
U' R D' R' D' U F' L R F2 U F L2 R2 B' F2 U D' R2 L D' B2 F2 L,,F2 L D F L' D2 F,L' D' L B' R2 D2 B',R' B R' B2 D' B,F2 L D L' D' F2 R,L U2 L' D' L U2 L',F' R' B' R F R' B R,D' R' D L' D R D2 B R F2 R' B' F2 D L D2,58
F' L2 B F D U F2 U D2 F L2 D' U' F2 R B U' D' L2 B',,F' U R' D L2,L2 F' U' F L2,,D U' R D R' U R,F D' F' R2 B' D' B D R2,R' D' R D' R' D2 R,D2 F2 U F' D' B D2 F' D B' D' F2 L2 U' F2 D2,49
F2 R2 B2 F' R D2 L B2 R2 U D2 B' R2 U2 L2 R B2 R2 D2 R U' B L2 F',,F' U' L2 F' R U,F D' B F' D2 B2,B R B',F U2 F' D F U2 F',R D2 R D2 R2,,L D' B R' B' L' B R B' D' L D2 L' D,41
R' D' R2 B2 F2 D' L2 R' B2 F2 L D L2 R' B' U2 D R D' B F2,,D U' F' R F' L',B D2 R B2 R D B',B R2 B2 D B,R D R' D' R D' R2,D' R' D2 L' D R D' L,R' B R F' R' B' R F,B2 L2 D' L2 U B2 U' B2 D B2 D',52
U2 R D' L2 D B' L R2 F2 D L' D2 R' U' B R B2 U B' L' U D' F' U2 D2,,B2 D2 L' R2 F' L',R' B' D R D B2,F' U' R2 U F,D' R D R',R U' R D2 R' U,R' B' R F' R' B R F,D' R2 F2 R B R' F2 R B' R D2 D,47
R2 D R F U' R' D B F' D L B2 L2 R2 U2 F' D' U R B,,F U2 F2 L' F,D R B2 D2 B' R' B,B' D2 B2 R2 B',D' R D L' U F2 U' L,D2 R' D2 R D2 R' D2 R,L2 B2 L F2 L' B2 L F2 L,D' F2 U F' D' B D2 F' D B' D' F2 L2 U' F2 D2,58
D2 L2 R2 B F U F' R' D' L2 F2 B2 R' L F2 R' L' F' L' U R B',,B' D' R' D' L R2 F',B2 D2 B2 D B',D2 B R2 B',D' B2 L U' L U L2 B2,D' R2 D R D' R,B D2 B' D' B D' B',D2 F2 R D' L D2 R' D L' R2 F2 R2 D F2,51
L' F2 L' U' R2 B2 F2 L B2 L D2 L2 R' D U R D F L2 R2,,B' R B2 F L2 U',B' R2 D2 R' D2 B2,R B F' R B' F2 D F',R' D R' D' R2,L U2 L' D' L U2 L',,D L R D2 R' D' R D2 L' D R',43
U F' U' R2 B' U' F L' U2 B U R' U R B' D B F' L B',,B U' B' U2,L' D' L D' B2 D B',D2 B R' B2 D' B,R2 D R' D' R D' R2,D' R' D2 L' D R D' L,B' D F D' B D F',D' B2 D' L R' B2 L' R D' B2 D2 D,51
B D' B2 L2 D' B' U R2 D R' U' B' D2 F' L' D F' D' F L2 D2 B2 F' D,,U' B' D' L B2 U',U R D U' B2,B' D B2 R' B',R D R' D' R D2 R',D2 R D' R,D' L' D2 L2 D L2 D L2 D2 L',D' F2 R D' L D2 R' D L' R2 F2 R2 D F2 D2,52
D' F2 L B D2 B2 F2 D B2 F U B2 F2 D B U' L2 F R2 D2 U B2,,L' D2 L2 D2 B' L' U',R D2 B L' D L B',F' R B' F D' B,R D2 R' D' R2,R' D2 R D R' D' R,B' D F D' B D F',R' U F2 L2 U L' B2 L U' L2 F2 U' R D',53
U2 L2 D2 B' L2 D2 B2 R2 U2 F' U F2 U2 B D2 U2 L2 D' U2 R,,B2 R D' L D2 F2,B U R2 D2 R' U',F' U' R2 U F,F U2 F' D F U2 F',D2 R D' R' D R2,R' B R F' R' B' R F,D' F2 U B2 U R2 B U F' U2 B U' F' D' D2,53
F R B' F2 D B2 R2 L' D2 U' B D' R' U' D' B' R2 B2 R B L' B2,,D F U2 L' U L' U',D B D2 B R' B2,F D' B F2 R' B' F,D' R D2 R' D' R D R',R D R2 D R2,L2 B2 L F2 L' B2 L F2 L,D B' L B L' R' B L R' B L' B' R2 D,56
F2 U' B2 U D B2 U F' U2 F2 U2 D' R U2 D' B' U2 B2 F' U',,F2 L' B L' U',B' R D2 B2 D' R B2,R' B' D' B,D' R D R D R',D' R2 D2 R D R' D R2,L' F L B' L' F' L B,D2 F2 R D' L D2 R' D L' R2 F2 R2 D F2 D,53
L U2 L' U' F U L' D' U' L2 R2 F2 B2 U2 D2 R B2 F2 U2 B' R' L',,U2 L D U B L2,B D2 R2 B2 L' D' L,D2 B R2 B',R2 U R' D R U' R2,D R2 D' R' D R2,F' R' F L' F' R F L,D L R D2 R' D' R D2 L' D R' D2,50
L' F2 U' D F2 U2 D' R2 B2 D' L2 U2 D B F2 D2 B2 R U L B2,,D2 L' B D L F2,R' B2 D B2 L B' L',B' D2 B2 R' B',D R2 D R2 D R',D B' D F2 D' B D F2,D' L' D2 L2 D L2 D L2 D2 L',D B2 L2 D' L2 U B2 U' B2 D B2 D2,54
F L2 U' L D F B' D' R2 L2 B' L B2 R' F2 R2 L' F' U L2 D2,,D U2 B2 U' L U',R D2 B2 R2 D B2,R B R2 B2 D' B,R2 D2 R D2 R' D' R2,R' D R,B' D F D' B D F',D' R2 F2 R B R' F2 R B' R D2 D',47
U L U2 B' R' L2 B U B2 U' R2 B D2 R2 B2 L' F2 L U B U' D2 F,,L' F' D B' F2 L2,B2 R2 B' D B2,D B R2 B2 D B,R D R' D2 R2,D2 R' D2 L' D R D' L,R' B R F' R' B' R F,D' L D' B R' B' L' B R B' D' L D2 L' D2,53
B2 U L2 D2 B F2 U' L U' D' B L B' D2 R F' R2 B2 R2 D2 U2 B2,,F' D2 B' D F2 L F',R' D' B D' R2 B,F' R' F2 D2 F',R2 D' R2 D' R D2 R',R D2 R2 D' R2 D' R',B' L' F' L B L' F L,D F2 U F' D' B D2 F' D B' D' F2 L2 U' F2,55
R2 D' F' B' R U2 R2 L U R' D2 U L2 B' U2 L2 R B' F R2 B D F2 R2,,L' F2 D2 F' U,R' B2 D2 B' R' B2,D R' B' D' B,R2 U' L B2 L' U,D R' D2 R D2 R' D2 R,D2 L' D2 L2 D L2 D L2 D2 L',D2 L' D2 L B R D' R' D' B' D' L B' L' B D',56
F' L D B' L D' B' F' R2 L2 F R' D2 F2 B' L U' B2 L2 U' F2 U2 B2 U' L,,L2 R2 D F' L2,R2 D2 R' D2 B2,B U R2 U' B',R2 D R2 D R2 D R',D' R' D2 R D2 R' D2 R,L' D2 L2 D L2 D L2 D2 L',L D' B R' B' L' B R B' D' L D2 L',52
B2 F' R' D' U' L2 R' B' D F2 L2 R' F2 U D2 B2 D B' F2 D B' U' F' B U2,,B' U' B2 L2 B' L2 U',D2 B' D' B' U R U',,R2 D' R2 D' R' D2 R',D2 R2 D2 R D R' D R2,F' R' F L' F' R F L,D L' D2 L B R D' R' D' B' D' L B' L' B,52
U' R U B' R2 F U B' U2 B' R F L F2 D' U' L D R U2 R2 L' D2,,L U' B D' F L2,R2 B R D2 B' D' B2,B' R' D R B,D' L D' R D L' D2 R',R2 D R D' R D2 R2,F' R' F L' F' R F L,R2 B2 U2 L2 B' F' U2 R2 B' F',51
B' U2 F' D2 F D2 F' R D2 B F' D' L' D U B2 L' D2 B' U2 L D2 B' F U',,F' D U2 R D' F,B2 L' F D2 F' L B',D B R2 B2 D B,D2 R D2 R',R' D R,R' B R F' R' B' R F,D' F2 R D' L D2 R' D L' R2 F2 R2 D F2,48
D2 U2 F B2 L B U' B' F2 D L U B' R L' B2 U' L' D' B' U L U,,F2 U' R F L' F2,B2 L' R2 D L B',F' R B' F2 D' B F',D R D' R2,D R' D' R,D F' D2 B' F D L2 D L2 D' L2 B,B2 L2 D' L2 U B2 U' B2 D B2 D',50
U2 F' L' F2 R' D' B' R' U D F' R L F2 B' U2 R2 D' L' F2,,B R2 B L B' U' F',R2 D' B' R D2 B',B R' B2 F D' B F',D' R D' R D R2,L U2 L' D' L U2 L',D L' D2 L2 D L2 D L2 D2 L',L R D2 R' D' R D2 L' D R' D,54
R' U2 L' F2 B2 R F U2 L R D' B2 F2 R U2 D2 F2 R' D U2 L R D',,L2 R' U' L' B2 U2,B R' D' B2 R D B',D2 B R2 B',B2 L U' L U L2 B2,R2 D' R2 D' R2 D2 R2,B' L' F' L B L' F L,D2 R' D L' D R D2 B R F2 R' B' F2 D L D,55
B U2 L D' L2 D2 R' F U2 D2 F2 D2 R B' L2 R B' R' U2 R L,,L' F D2 R' D' L',D R2 D B D' B2,B U R2 U' B',B F' R2 B' F R',R' D2 R D2 R' D2 R,F' D B D' F D B',R2 B2 U2 L2 B' F' U2 R2 B' F' D,48
L F' U B D R' L' B' D R2 U' D2 F' B' R L B L R' B2 L D2 L',,L2 D2 R' F U L,R' D B' R' B,U L' F L U',R' D2 R2 D R',R D2 R2 D' R2 D' R',B' D F D' B D F',D B2 D' L R' B2 L' R D' B2 D2 D2,47
F U' B L' F' R2 B2 R' L F' L2 U B U2 D' R D R D R2 U' L2 R2 U',,B2 D2 L F2 L2,D B' R2 D' R' D2 B',D B' D' B,R' D2 R D2 R',D2 R' D R D' R' D' R,,R2 B2 U2 L2 B' F' U2 R2 B' F' D,40
F2 U2 B D L D2 F2 R L2 B2 R2 U' B2 D L F B2 U F2 B2 U,,R2 D' F2 U' L' F',R D2 B R' D2 B',B' R' D R B,R D' R' D2 R D2 R',D' R' D' R' D' R,L' F' L B' L' F L B,B2 D' L R' B2 L' R D' B2 D2,48
L' F2 L2 D2 L2 B2 L2 B' U' R2 F2 B' U' R2 D' L F B2 R' U2 B F2 U,,B2 L U' B' F' U2,L' B' D2 B D L B',B R2 B2 D B,D2 R D2 R' D' R D R',D2 R D' R' D' R,F' D2 B' F D L2 D L2 D' L2 B,D2 B2 L2 D' L2 U B2 U' B2 D B2 D2,55
F D2 R2 L B' D' L D' L U' F2 R' B D U' B2 U D2 L' R F' U2 R B' F',,U R2 F2 L B D L2,D B' D2 B',F D2 F2 R F,L' F2 U' R' U F2 L,D R2,F' D B D' F D B',L' R' D2 L R B D' F D2 B' D F' D2,45
D' U2 F' R2 L' U' L F' R2 B2 U' D F2 L2 B D' B2 L B2 U' F' B' R' F' D,,D F' U' R D F2,R' B2 R D2 B',B' D' B,L' U F2 U' L D R2,D R' D R D' R' D' R,R' D' R D' R' D2 R,D' L2 D B' F L2 B F' D L2 D' D',48
D' L' B2 R2 D U L2 R2 U F' B D' R' L B F2 U2 F2 L B' D2 R2,,R B R F2,B R D2 B2 D B',F' R' F2 D2 F',R2 D' R D2 R' D R',L B2 U R2 U' B2 L',F D' B' D F' D' B,D L' D2 L B R D' R' D' B' D' L B' L' B D',52
L' R' B2 R U B' R' B2 U' D' R B' R2 F D2 R L2 U L2 F,,R U' B' D R2 F' L2,D2 R2 B L' D' L B',F' R F2 D2 F',D' R' D2 R2 D R2 D R,D' R' D R' D' R2,F D' B' D F' D' B,D2 R' D L' D R D2 B R F2 R' B' F2 D L D,56
D R' U F U' R2 F U' B' F2 D2 L R B2 R2 U D B2 U D2 B' U' B U R2,,R2 D' R U F',R2 B R2 D R' B,D' F' R B' F2 D' B F',R2 D R' D' R D' R2,D2 R' D2 L' D R D' L,,D2 L' R' D2 L R B D' F D2 B' D F' D',48
R2 B2 R F2 D U L U' F B' U' F2 L' D B F U' F' U' L2 R2,,U2 F2 D' F,D2 R B' R D' B2,D F' R B' F2 D' B F',D' B2 L' D' L D B2,D R D' R D R,D' L2 B2 L F2 L' B2 L F2 L,D' R2 F2 R B R' F2 R B' R D2 D',53
R2 B F' R2 D2 R2 D2 U B' D2 R2 F R F' D2 U L2 R' U D' R2 D2 F',,L B' L' F' L2 D' F,R' B2 R D2 B',B R2 B',L D' R D L' D2 R',U R' D' R U',D2 L2 B2 L F2 L' B2 L F2 L,L' D2 L B R D' R' D' B' D' L B' L' B D,52
B' F2 R2 B F' R2 B L F2 R' D R' D2 L' D2 B2 F2 L2 D' R2 D' L' R D' F2,,R2 F2 D2 L' U',B' R D' B' U R' U',B' D' B,D' F D' B2 D F' D' B2,D' R D R' D2 R,D2 L' D2 L2 D L2 D L2 D2 L',D F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D2,55
R' U' R F' B' L2 D2 B' L U2 B2 R' U' L' U' L' R2 F D2 R' U2 D',,U L' R2 U' L,B2 D B' L B' L',D2 B R B2 D' B,B2 D2 B D B' D B D2 B,D R' D R2,R' B R F' R' B' R F,D2 F2 R D' L D2 R' D L' R2 F2 R2 D F2,52
R' D F' L' U B2 L B' D B' U F' D R' F' R F2 L2 U' B2 D B' U2 L R2,,U' R D F' U2 L,B2 L' R2 D' L B',B R' B',D R' D R' D' R',F D B D' F' D B',L' F' L B' L' F L B,D2 D' B2 U' L2 D L2 B2 U R2 D' R2 D,49
F' D' U2 R2 L2 U' B' D L2 R F2 U2 L' B F L' U2 F R2 D',,D' F' D2 U R F2,D2 R B2 R D' B2,B R B',F' R D' R' D F R',B' U2 B D2 B' U2 B,D L2 B2 L F2 L' B2 L F2 L,D L2 D B' F L2 B F' D L2 D',50
L' U' D2 L B2 L' D U' F' B U2 B R' F D' L B F2 U' L' B2,,R2 D B2 U L2,L2 U R2 F U' L2,R B' D B,L' D2 L D2 L B2 L' B2,R' D2 R2 D' R,D' L2 B2 L F2 L' B2 L F2 L,D L' D2 L B R D' R' D' B' D' L B' L' B D',54
D U' R2 L F D2 U' F' D' B U' R' U R D' F R' B' U2 F' B2,,D2 F' R D L' F2,F2 U F U' F D2 B',B' D2 B2 R2 B',R D2 R',R2 D' R' D R' D2 R,B' D F D' B D F',D2 B2 L2 D' L2 U B2 U' B2 D B2 D2,47
D' B' L' U F2 L2 F U B' D L' B2 U2 B' R2 L2 F' R2 B2 L D',,F2 D' L' U B' L' U2,R' B2 D2 U R U' B,F' R F,R D' R' D2 R D2 R',D2 U' R D R' U,R' B' R F' R' B R F,D' R2 F2 R B R' F2 R B' R D2 D,50
R' F' U L' R F2 B2 R' U' F2 B D2 U2 R U' D2 L2 D B L' R D' F L2,,F U L2 U2 L2 F,U2 L' F2 D' L U2,B' F D B F',D B' F D2 B F',F D B D' F' D B',R' B R F' R' B' R F,D' L R D2 R' D' R D2 L' D R',49
B' F' D B2 R2 U2 B' R B' D' F' R D L2 U2 D B U L B2 R2 D2,,D L2 B F2 U' F',D' B R' D' B2,B R B2 D' B,U' L B2 L' U,R' D R D2 R' D' R,R D R' D R D2 R',B2 D' L R' B2 L' R D' B2 D2,45
